2;arms_factory;2188.00;10.20;1724.00;1.46;0
2;arms_factory;2188.00;10.20;1724.00;5.58;0
2;arms_factory;2188.00;10.23;1726.00;1.96;0
2;arms_factory;2190.00;10.20;1724.00;6.08;0
2;arms_factory;2189.00;10.20;1724.00;6.18;0
2;arms_factory;2190.00;10.23;1726.00;4.02;0
2;industrial_complex;2188.00;10.20;1724.00;0.41;0
2;industrial_complex;2187.00;10.20;1725.00;3.07;0
2;industrial_complex;2191.00;10.20;1726.00;6.09;0
2;industrial_complex;2190.00;10.20;1724.00;2.47;0
2;industrial_complex;2189.00;10.25;1725.00;5.13;0
2;industrial_complex;2189.00;10.25;1726.00;1.52;0
2;air_base;2187.00;10.20;1725.00;4.54;0
2;supply_node;2189.00;10.25;1725.00;1.63;0
2;naval_base;2188.00;9.55;1723.00;0.79;12696
2;bunker;2189.00;10.25;1725.00;5.14;0
2;coastal_bunker;2186.00;9.50;1724.00;0.79;0
2;dockyard;2192.00;10.20;1728.00;-3.14;0
2;anti_air_building;2187.00;10.20;1725.00;2.03;0
2;anti_air_building;2190.00;10.23;1725.00;5.05;0
2;anti_air_building;2190.00;10.20;1724.00;6.25;0
2;synthetic_refinery;2189.00;10.25;1725.00;4.09;0
2;fuel_silo;2189.00;10.25;1726.00;0.47;0
2;radar_station;2190.00;10.23;1726.00;3.34;0
2;rocket_site;2188.00;10.23;1726.00;4.70;0
2;nuclear_reactor;2191.00;10.20;1726.00;2.54;0
2;floating_harbor;2194.95;9.50;1719.05;-2.36;5092
3;arms_factory;2845.00;10.10;1572.00;1.96;0
3;arms_factory;2850.00;10.28;1581.00;6.08;0
3;arms_factory;2877.00;10.23;1593.00;6.18;0
3;arms_factory;2875.00;10.30;1593.00;4.02;0
3;arms_factory;2844.00;10.20;1573.00;0.41;0
3;arms_factory;2854.00;10.20;1580.00;3.07;0
3;industrial_complex;2853.00;10.20;1587.00;6.09;0
3;industrial_complex;2872.00;10.23;1595.00;2.47;0
3;industrial_complex;2857.00;10.20;1582.00;5.13;0
3;industrial_complex;2847.00;10.20;1581.00;1.52;0
3;industrial_complex;2847.00;10.20;1588.00;4.54;0
3;industrial_complex;2872.00;10.23;1593.00;5.74;0
3;air_base;2862.00;10.15;1582.00;3.58;0
3;supply_node;2860.00;10.20;1583.00;1.21;0
3;supply_node;2848.00;10.25;1582.00;3.80;0
3;supply_node;2875.00;10.23;1600.00;0.45;0
3;supply_node;2878.00;10.28;1595.00;1.93;0
3;supply_node;2868.00;10.25;1590.00;5.97;0
3;supply_node;2871.00;10.30;1585.00;2.63;0
3;naval_base;2842.00;9.50;1581.00;-1.95;13769
3;naval_base;2861.00;10.10;1591.00;-2.36;12296
3;naval_base;2864.00;9.50;1580.00;0.00;12761
3;naval_base;2873.00;9.78;1599.00;-1.11;12296
3;naval_base;2881.00;10.20;1601.00;-3.93;14801
3;naval_base;2876.00;10.20;1588.00;1.57;14498
3;bunker;2856.00;10.20;1583.00;0.48;0
3;bunker;2868.00;10.45;1586.00;3.14;0
3;bunker;2850.00;10.23;1580.00;5.81;0
3;bunker;2876.00;10.25;1600.00;2.54;0
3;bunker;2861.00;10.20;1590.00;5.21;0
3;bunker;2876.00;10.23;1592.00;1.59;0
3;coastal_bunker;2880.00;9.88;1594.00;0.46;0
3;coastal_bunker;2843.00;9.50;1586.00;-1.95;0
3;coastal_bunker;2859.00;10.10;1591.00;-2.90;0
3;coastal_bunker;2880.00;10.23;1601.00;-3.73;0
3;coastal_bunker;2872.00;10.20;1583.00;1.57;0
3;coastal_bunker;2869.00;10.15;1592.00;-2.36;0
3;dockyard;2877.00;10.20;1603.00;-3.73;0
3;anti_air_building;2862.00;10.15;1582.00;4.76;0
3;anti_air_building;2852.00;10.23;1581.00;2.61;0
3;anti_air_building;2852.00;10.20;1588.00;2.71;0
3;synthetic_refinery;2872.00;10.25;1594.00;0.55;0
3;fuel_silo;2867.00;10.20;1582.00;3.21;0
3;radar_station;2863.00;10.25;1587.00;6.00;0
3;rocket_site;2855.00;10.20;1587.00;1.16;0
3;nuclear_reactor;2877.00;10.30;1596.00;5.28;0
4;arms_factory;2883.00;10.30;1560.00;6.18;0
4;arms_factory;2884.00;10.30;1560.00;4.02;0
4;arms_factory;2881.00;10.28;1559.00;0.41;0
4;arms_factory;2882.00;10.30;1558.00;3.07;0
4;arms_factory;2882.00;10.30;1558.00;6.09;0
4;arms_factory;2884.00;10.30;1556.00;2.47;0
4;industrial_complex;2881.00;10.25;1556.00;5.13;0
4;industrial_complex;2881.00;10.25;1560.00;1.52;0
4;industrial_complex;2881.00;10.25;1560.00;4.54;0
4;industrial_complex;2884.00;10.28;1557.00;5.74;0
4;industrial_complex;2884.00;10.28;1557.00;3.58;0
4;industrial_complex;2884.00;10.28;1557.00;5.14;0
4;air_base;2882.00;10.28;1555.00;1.52;0
4;supply_node;2882.00;10.30;1557.00;0.45;0
4;naval_base;2885.00;10.23;1559.00;-3.14;14836
4;bunker;2884.00;10.25;1558.00;5.05;0
4;coastal_bunker;2880.00;9.50;1555.00;0.46;0
4;dockyard;2883.00;9.55;1553.00;0.46;0
4;anti_air_building;2883.00;10.30;1556.00;0.47;0
4;anti_air_building;2883.00;10.30;1560.00;2.04;0
4;anti_air_building;2884.00;10.30;1560.00;4.70;0
4;synthetic_refinery;2881.00;10.25;1560.00;2.54;0
4;fuel_silo;2882.00;10.30;1558.00;3.74;0
4;radar_station;2883.00;10.30;1558.00;2.16;0
4;rocket_site;2881.00;10.25;1556.00;3.14;0
4;nuclear_reactor;2881.00;10.25;1556.00;5.81;0
4;floating_harbor;2871.00;9.50;1565.00;1.07;4881
5;arms_factory;2864.00;10.28;1556.00;0.41;0
5;arms_factory;2863.00;10.30;1557.00;3.07;0
5;arms_factory;2862.00;10.30;1556.00;6.09;0
5;arms_factory;2863.00;10.30;1556.00;2.47;0
5;arms_factory;2862.00;10.30;1557.00;5.13;0
5;arms_factory;2862.00;10.30;1557.00;1.52;0
5;industrial_complex;2861.00;10.25;1556.00;4.54;0
5;industrial_complex;2862.00;10.30;1558.00;5.74;0
5;industrial_complex;2861.00;10.25;1557.00;3.58;0
5;industrial_complex;2860.00;10.20;1556.00;5.14;0
5;industrial_complex;2861.00;10.25;1558.00;1.52;0
5;industrial_complex;2860.00;10.20;1557.00;4.19;0
5;air_base;2860.00;10.20;1557.00;2.03;0
5;supply_node;2862.00;10.30;1556.00;5.97;0
5;naval_base;2867.00;10.20;1556.00;-3.61;14836
5;bunker;2866.00;10.23;1556.00;4.09;0
5;coastal_bunker;2866.00;10.23;1559.00;-3.61;0
5;dockyard;2859.00;9.55;1558.00;-3.61;0
5;anti_air_building;2865.00;10.25;1556.00;4.70;0
5;anti_air_building;2864.00;10.30;1557.00;2.54;0
5;anti_air_building;2864.00;10.30;1557.00;3.74;0
5;synthetic_refinery;2863.00;10.30;1556.00;0.48;0
5;fuel_silo;2864.00;10.30;1558.00;3.14;0
5;radar_station;2863.00;10.30;1557.00;1.40;0
5;rocket_site;2862.00;10.30;1556.00;2.54;0
5;nuclear_reactor;2862.00;10.30;1558.00;5.21;0
5;floating_harbor;2866.13;9.50;1564.26;-0.46;5261
6;arms_factory;2822.00;10.23;1538.00;6.09;0
6;arms_factory;2838.00;10.40;1538.00;2.47;0
6;arms_factory;2815.00;10.20;1546.00;5.13;0
6;arms_factory;2824.00;10.25;1533.00;1.52;0
6;arms_factory;2834.00;10.45;1542.00;4.54;0
6;arms_factory;2821.00;10.30;1543.00;5.74;0
6;industrial_complex;2826.00;10.40;1537.00;3.58;0
6;industrial_complex;2829.00;10.50;1545.00;5.14;0
6;industrial_complex;2822.00;10.45;1545.00;1.52;0
6;industrial_complex;2821.00;10.28;1540.00;4.19;0
6;industrial_complex;2834.00;10.55;1541.00;2.03;0
6;industrial_complex;2823.00;10.50;1547.00;5.05;0
6;air_base;2819.00;10.25;1542.00;6.25;0
6;supply_node;2821.00;10.30;1543.00;4.10;0
6;supply_node;2827.00;10.30;1525.00;1.86;0
6;supply_node;2835.00;10.55;1534.00;3.34;0
6;supply_node;2830.00;10.40;1546.00;6.28;0
6;naval_base;2814.00;9.88;1546.00;-1.33;13411
6;naval_base;2836.00;10.20;1547.00;-3.14;11956
6;naval_base;2822.00;9.55;1527.00;-2.11;13411
6;naval_base;2838.00;10.20;1543.00;-4.33;13683
6;bunker;2825.00;10.53;1543.00;5.81;0
6;bunker;2825.00;10.28;1530.00;2.54;0
6;bunker;2833.00;10.65;1534.00;5.21;0
6;bunker;2826.00;10.28;1549.00;1.59;0
6;coastal_bunker;2826.00;10.20;1551.00;-3.14;0
6;coastal_bunker;2818.00;10.20;1554.00;-2.96;0
6;coastal_bunker;2840.00;10.25;1535.00;-4.33;0
6;coastal_bunker;2831.00;9.78;1521.00;0.00;0
6;dockyard;2837.00;10.20;1545.00;-3.41;0
6;anti_air_building;2820.00;10.30;1545.00;5.72;0
